DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,<init>,34,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test024
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,toCacheModel,450,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test022
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ConstructorCallMutator,toEscapedModel,454,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,toEscapedModel,454,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test125
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator,toEscapedModel,454,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,toEscapedModel,454,SURVIVED,none
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.experimental.NakedReceiverMutator,toEscapedModel,454,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test125
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.EmptyObjectReturnValsMutator,toString,459,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test120
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,toString,459,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test120
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,toString,459,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test120
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.EmptyObjectReturnValsMutator,toXmlString,463,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test018
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,toXmlString,463,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test113
DLSyncWrapper.java,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,toXmlString,463,KILLED,com.liferay.portlet.documentlibrary.model.DLSyncWrapper_ESTest.test019
